,SPX Ti,Date Tf,SPX Tf,Source,Tweet,Date Ti,Retweets,Favorites,SA,% Change SPX
1336,2652.5,20180410 1335,2656.25,Twitter for iPhone,Last night it was my great honor to host America’s senior defense and military leaders for dinner at the White House. America’s military is the GREATEST fighting force in the history of the world. They all have my pledge of unwavering commitment to our men and women in uniform! https://t.co/BjWKcMX0iL,20180410 1330,19515,87735,1,0.1413760603204524
1337,2642.25,20180410 2154,2642.0,Twitter for iPhone,Today it was my great honor to welcome the 2017 NCAA Football National Champion Alabama Crimson Tide - to the White House. Congratulations! #RollTidehttps://t.co/hF5EZHlSVS https://t.co/JfGue4IIs1,20180410 2149,16582,80005,1,-0.009461633077869241
1338,2652.5,20180411 1035,2652.0,Twitter for iPhone,The Failing New York Times wrote another phony story. It was political pundit Doug Schoen not a Ukrainian businessman who asked me to do a short speech by phone (Skype) hosted by Doug in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia  C story!,20180411 1030,17026,67201,-1,-0.018850141376060323
1339,2653.5,20180411 1043,2653.0,Twitter for iPhone,So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China the coming North Korea meeting and of course the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are,20180411 1038,16168,69376,1,-0.01884303749764462
1340,2651.0,20180411 1052,2647.75,Twitter for iPhone,....doing things that nobody thought possible despite the never ending and corrupt Russia Investigation which takes tremendous time and focus. No Collusion or Obstruction (other than I fight back) so now they do the Unthinkable and RAID a lawyers office for information! BAD!,20180411 1047,17886,76115,-1,-0.12259524707657489
1341,2647.0,20180411 1102,2642.38,Twitter for iPhone,Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia  because they will be coming nice and new and “smart!” You shouldn’t be partners with a Gas Killing Animal who kills his people and enjoys it!,20180411 1057,66753,173428,1,-0.17453721193803895
1342,2648.5,20180411 1142,2653.0,Twitter for iPhone,Our relationship with Russia is worse now than it has ever been and that includes the Cold War. There is no reason for this. Russia needs us to help with their economy something that would be very easy to do and we need all nations to work together. Stop the arms race?,20180411 1137,32551,125691,-1,0.1699074948083821
1343,2652.25,20180411 1305,2652.75,Twitter for iPhone,Much of the bad blood with Russia is caused by the Fake &amp; Corrupt Russia Investigation headed up by the all Democrat loyalists or people that worked for Obama. Mueller is most conflicted of all (except Rosenstein who signed FISA &amp; Comey letter). No Collusion so they go crazy!,20180411 1300,26720,97922,-1,0.018851918182675086
1344,2650.5,20180411 1355,2651.75,Twitter for iPhone,Speaker Paul Ryan is a truly good man and while he will not be seeking re-election he will leave a legacy of achievement that nobody can question. We are with you Paul!,20180411 1350,9909,61655,1,0.047160913035276364
1345,2645.5,20180411 1552,2641.5,Twitter for iPhone,The @WhiteHouse is partnering with @Interior and @NatlParkService to bring the @NSCsafety's “Prescribed to Death” Opioid Memorial to the Ellipse - beginning tomorrow April 12th to April 18th. More information: https://t.co/z4FPQxt4Bl https://t.co/XvScPqvAkQ,20180411 1547,8589,35788,1,-0.1512001512001512
1346,2641.5,20180411 1639,2641.75,Twitter for iPhone,RT @StateDept: .@POTUS Trump at Signing of #FOSTA #SESTA bill: We are going to do everything in our power to make sure traffickers are brou…,20180411 1634,15046,0,1,0.00946431951542684
1347,2645.75,20180411 1952,2646.0,Twitter for iPhone,“Trump just took a giant step towards actual welfare reform” https://t.co/LQlACDDLug,20180411 1947,16360,69453,0,0.009449116507606539
1348,2645.0,20180411 2304,2646.0,Twitter for iPhone,Honored to have Republican Congressional Leadership join me at the @WhiteHouse this evening. Lots to discuss as we continue MAKING AMERICA GREAT AGAIN! https://t.co/b9z5Nfdkcl,20180411 2259,11140,57916,1,0.03780718336483932
1349,2645.25,20180412 0053,2645.25,Twitter for iPhone,Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews,20180412 0048,11142,55637,0,0.0
1350,2668.5,20180412 1008,2668.25,Twitter for iPhone,If I wanted to fire Robert Mueller in December as reported by the Failing New York Times I would have fired him. Just more Fake News from a biased newspaper!,20180412 1003,19214,87391,1,-0.00936855911560802
1351,2668.25,20180412 1013,2667.0,Twitter for iPhone,California Governor Jerry Brown is doing the right thing and sending the National Guard to the Border. Thank you Jerry good move for the safety of our Country!,20180412 1008,14804,86130,1,-0.046847184484212503
1352,2669.75,20180412 1020,2670.5,Twitter for iPhone,Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event the United States under my Administration has done a great job of ridding the region of ISIS. Where is our “Thank you America?”,20180412 1015,25626,113966,1,0.0280925180260324
1353,2666.75,20180412 1042,2665.25,Twitter for iPhone,Good luck to Mike Pompeo during his Confirmation Hearing today. He will be a great Secretary of State!,20180412 1037,12413,62486,1,-0.05624824224242992
1354,2663.75,20180412 1647,2664.0,Twitter for iPhone,On Yom HaShoah we remember the six million Jews slaughtered in the Holocaust. With each passing year our duty to remember this atrocity increases as we pledge #NeverAgain. #HolocaustRemembranceDay https://t.co/tyga4VtjLT,20180412 1642,16854,65767,0,0.009385265133740028
1355,2655.0,20180412 1908,2655.75,Twitter Web Client,America’s greatest treasure is our people – and my Administration HEARS YOUR VOICE and HAS YOUR BACK. We are fighting to give every American a future of dignity purpose and pride. AMERICAN SPIRIT is back! #TaxCuts https://t.co/oSGZe0irBf,20180412 1903,19953,81129,1,0.02824858757062147
1356,2664.5,20180413 0320,2665.0,Twitter for iPhone,Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP and are working to make a deal with the biggest of those  nations Japan who has hit us hard on trade for years!,20180413 0315,16759,78686,1,0.018765246762994934
1357,2661.25,20180413 1149,2660.0,Twitter for iPhone,Tremendous pressure is building like never before for the Border Wall and an end to crime cradling Sanctuary Cities. Started the Wall in San Diego where the people were pushing really hard to get it. They will soon be protected!,20180413 1144,23145,108689,1,-0.046970408642555195
1358,2664.75,20180413 1206,2662.0,Twitter for iPhone,James Comey is a proven LEAKER &amp; LIAR. Virtually everyone in Washington thought he should be fired for the terrible job he did-until he was in fact fired. He leaked CLASSIFIED information for which he should be prosecuted. He lied to Congress under OATH. He is a weak and.....,20180413 1201,33432,127321,-1,-0.10319917440660474
1359,2661.75,20180413 1222,2664.0,Twitter for iPhone,....untruthful slime ball who was as time has proven a terrible Director of the FBI. His handling of the Crooked Hillary Clinton case and the events surrounding it will go down as one of the worst “botch jobs” of history. It was my great honor to fire James Comey!,20180413 1217,35266,143118,-1,0.08453085376162299
1360,2676.75,20180416 1230,2677.5,Twitter for iPhone,Comey drafted the Crooked Hillary exoneration long before he talked to her (lied in Congress to Senator G) then based his decisions on her poll numbers. Disgruntled he McCabe and the others committed many crimes!,20180416 1225,28889,112636,1,0.02801905295601009
1361,2677.5,20180416 1236,2674.25,Twitter for iPhone,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,20180416 1231,21561,97741,-1,-0.12138188608776844
1362,2689.0,20180417 0057,2690.25,Twitter for iPhone,RT @GOPChairwoman: We’re in a prime position to defend our majorities in 2018. Let’s defy history. #MAGA #LeadRighthttps://t.co/fo8g0pSjWQ,20180417 0052,6963,0,0,0.04648568240981778
1363,2690.25,20180417 0102,2692.5,Twitter for iPhone,RT @WaysandMeansGOP: Tomorrow is #TaxDay and the good news is this is the last year you will have to file using the old broken code. Check…,20180417 0057,5808,0,1,0.08363534987454697
1364,2690.25,20180417 0102,2692.5,Twitter for iPhone,RT @IvankaTrump: Looking forward to traveling to Manchester NH tomorrow with Sec @stevenmnuchin1 to celebrate the last #TaxDay under the o…,20180417 0057,6651,0,-1,0.08363534987454697
1365,2692.0,20180417 0109,2691.75,Twitter for iPhone,RT @GOPChairwoman: Crumbs are still coming. #MAGAhttps://t.co/JFZL6czboZ,20180417 0104,9183,0,0,-0.009286775631500743
1366,2707.0,20180417 1229,2707.25,Twitter for iPhone,Looks like Jerry Brown and California are not looking for safety and security along their very porous Border. He cannot come to terms for the National Guard to patrol and protect the Border. The high crime rate will only get higher. Much wanted Wall in San Diego already started!,20180417 1224,15332,64910,1,0.009235315847801994
1367,2707.0,20180417 1229,2707.25,Twitter for iPhone,So many people are seeing the benefits of the Tax Cut Bill. Everyone is talking really nice to see!,20180417 1224,15379,85300,1,0.009235315847801994
1368,2707.0,20180417 1229,2707.25,Twitter for iPhone,I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,20180417 1224,11779,63836,-1,0.009235315847801994
1369,2707.0,20180417 1229,2707.25,Twitter for iPhone,Employment is up Taxes are DOWN. Enjoy!,20180417 1224,24896,124448,1,0.009235315847801994
1370,2711.75,20180417 2050,2712.5,Twitter for iPhone,Welcome Prime Minister Abe! https://t.co/538EYyfWDq,20180417 2045,14549,58345,1,0.027657416797271135
1371,2710.0,20180417 2200,2710.5,Twitter for iPhone,RT @IvankaTrump: Great to be with Secretary Mnuchin &amp; former Governor Sununu in Derry NH on #TaxDay to highlight the tremendous benefits o…,20180417 2155,5552,0,1,0.01845018450184502
1372,2710.0,20180417 2200,2710.5,Twitter for iPhone,RT @FoxBusiness: WATCH LIVE: @IvankaTrump and @stevenmnuchin1 host tax event on Tax Day in New Hampshire. (Courtesy: WBZ) https://t.co/C3zr…,20180417 2155,4663,0,1,0.01845018450184502
1373,2710.25,20180417 2304,2710.25,Twitter for iPhone,States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to traditional tax paying stores!,20180417 2259,14227,70002,-1,0.0
1374,2710.5,20180418 0228,2710.5,Twitter for iPhone,.@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4OW72iddQx,20180418 0223,8841,45176,0,0.0
1375,2710.75,20180418 0231,2710.5,Twitter for iPhone,It is my great honor to host @JPN_PMO @AbeShinzo! https://t.co/QxMpCGRycF,20180418 0226,9760,42306,1,-0.009222539887485013
1376,2710.0,20180418 0254,2710.25,Twitter for iPhone,While Japan and South Korea would like us to go back into TPP I don’t like the deal for the United States. Too many contingencies and no way to get out if it doesn’t work. Bilateral deals are far more efficient profitable and better for OUR workers. Look how bad WTO is to U.S.,20180418 0249,18159,78191,1,0.00922509225092251
1377,2712.25,20180418 0947,2711.75,Twitter for iPhone,RT @realDonaldTrump: States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to tr…,20180418 0942,14222,0,-1,-0.01843487879067195
1378,2712.25,20180418 0947,2711.75,Twitter for iPhone,RT @realDonaldTrump: Today’s Court decision means that Congress must close loopholes that block the removal of dangerous criminal aliens i…,20180418 0942,15802,0,-1,-0.01843487879067195
1379,2712.25,20180418 0947,2711.75,Twitter for iPhone,RT @realDonaldTrump: ....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be removed f…,20180418 0942,13118,0,-1,-0.01843487879067195
1380,2712.5,20180418 0948,2712.5,Twitter for iPhone,RT @IvankaTrump: This year’s #TaxDay is the last time you’ll have to file your taxes through an outdated broken system. #BYE-BYE https://t…,20180418 0943,8650,0,-1,0.0
1381,2712.25,20180418 0950,2713.75,Twitter for iPhone,RT @AbeShinzo: フロリダに到着し、早速トランプ大統領との首脳会談に臨みました。今日は、大半を北朝鮮問題に費やし、非常に重要な点で認識を一致させることができました。「日本のために最善となるようベストを尽くす」トランプ大統領は、来る米朝首脳会談で拉致問題を取り上げ…,20180418 0945,20142,0,0,0.05530463637201585
1382,2711.75,20180418 1004,2709.38,Twitter for iPhone,There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous crime infested &amp; breeding concept. Jerry Brown is trying to back out of the National Guard at the Border but the people of the State are not happy. Want Security &amp; Safety NOW!,20180418 0959,29045,115384,-1,-0.08739743707937277
1383,2707.0,20180418 1013,2704.25,Twitter for iPhone,A sketch years later about a nonexistent man. A total con job playing the Fake News Media for Fools (but they know it)! https://t.co/9Is7mHBFda,20180418 1008,17869,61945,-1,-0.10158847432582194
1384,2711.75,20180418 1047,2713.25,Twitter for iPhone,Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was formed. Details of Summit are being worked out now. Denuclearization will be a great thing for World but also for North Korea!,20180418 1042,25827,101034,1,0.05531483359454227
1385,2714.5,20180418 1210,2715.75,Twitter for iPhone,Slippery James Comey the worst FBI Director in history was not fired because of the phony Russia investigation where by the way there was NO COLLUSION (except by the Dems)!,20180418 1205,22580,96478,-1,0.046048996131884325
1386,2709.5,20180418 1635,2710.5,Twitter for iPhone,Best wishes to Prime Minister @Netanyahu and all of the people of Israel on the 70th Anniversary of your Great Independence. We have no better friends anywhere. Looking forward to moving our Embassy to Jerusalem next month!,20180418 1630,23897,102082,1,0.036907178446207785
1387,2710.75,20180418 2137,2711.75,Twitter for iPhone,Great working luncheon with U.S. and Japanese Delegations this afternoon! https://t.co/ywU2CEih8b,20180418 2132,12621,64968,1,0.03689015954994005
1388,2707.25,20180419 0303,2708.25,Twitter for iPhone,It was my great honor to host my friend @JPN_PMO @AbeShinzo and his delegation at Mar-a-Lago for the past two days. Lots accomplished thank you! #Success🇺🇸🇯🇵 https://t.co/2NnItfwfBl,20180419 0258,14662,65149,1,0.03693785206390249
1389,2689.5,20180419 1450,2686.75,Twitter for iPhone,Great meeting with Prime Minister Abe of Japan who has just left Florida. Talked in depth about North Korea Military and Trade. Good things will happen!,20180419 1445,14185,71412,1,-0.10224948875255625
1390,2689.0,20180419 1528,2688.0,Twitter for iPhone,Thank you San Diego County for defending the rule of law and supporting our lawsuit against California's illegal and unconstitutional 'Sanctuary' policies. California's dangerous policies release violent criminals back into our communities putting all Americans at risk.,20180419 1523,20044,86533,-1,-0.03718854592785422
1391,2694.0,20180419 1553,2694.25,Twitter for iPhone,Governor Jerry Brown announced he will deploy “up to 400 National Guard Troops” to do nothing. The crime rate in California is high enough and the Federal Government will not be paying for Governor Brown’s charade. We need border security and action not words!,20180419 1548,20309,84456,1,0.009279881217520415
1392,2692.75,20180419 1838,2692.5,Twitter for iPhone,THANK YOU #JIATFSouth @Norad_Northcom @southcomwatch and @DHSgov. Keep up the GREAT work! https://t.co/3v2uG6Jp1T,20180419 1833,6663,31574,1,-0.00928418902608857
1393,2690.75,20180419 2026,2690.0,Twitter for iPhone,Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our Government hence the American People. They are “slow walking” all of my nominations - hundreds of people. At this rate it would take 9 years for all approvals!,20180419 2021,26579,96971,1,-0.0278732695345164
1394,2690.5,20180419 2032,2691.75,Twitter for iPhone,...Hopefully the Senate will not leave Washington until our Ambassadors Judges and the people who make Washington work are approved. The Democrats are Obstructing the process and we need these people approved for the good of our Country!,20180419 2027,19050,73600,1,0.04645976584278015
1395,2691.75,20180419 2036,2692.25,Twitter for iPhone,Mike Pompeo is outstanding. First in his class at West Point. A top student at Harvard Law School. A success at whatever he has done. We need the Senate to approve Mike ASAP. He will be a great Secretary of State!,20180419 2031,22576,91256,1,0.01857527630723507
1396,2694.75,20180419 2235,2695.0,Twitter for iPhone,Sanctuary Cities released at least 142 Gang Members across the United States making it easy for them to commit all forms of violent crimes where none would have existed. We are doing a great job of law enforcement but things such as this make safety in America difficult!,20180419 2230,20391,74265,-1,0.009277298450691158
1397,2694.75,20180419 2235,2695.0,Twitter for iPhone,My thoughts prayers and condolences are with the families friends and colleagues of the two @GCSOFlorida deputies (HEROES) who lost their lives in the line of duty today.,20180419 2230,14458,65890,0,0.009277298450691158
1398,2694.25,20180419 2251,2694.0,Twitter for iPhone,James Comey just threw Andrew McCabe “under the bus.” Inspector General’s Report on McCabe is a disaster for both of them! Getting a little (lot) of their own medicine?,20180419 2246,21804,85311,1,-0.009279020135473694
1399,2684.25,20180420 0342,2683.75,Twitter for iPhone,James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION. Also he leaked classified information. WOW! Will the Witch Hunt continue?,20180420 0337,25596,102289,1,-0.018627177051317875
1400,2687.5,20180420 1039,2687.0,Twitter for iPhone,So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book (that should never have been written). Is that really the way life in America is supposed to work? I don’t think so!,20180420 1034,30399,109491,1,-0.018604651162790697
1401,2683.75,20180420 1048,2684.0,Twitter for iPhone,So exciting! I have agreed to be the Commencement Speaker at our GREAT Naval Academy on May 25th in Annapolis Maryland. Looking forward to being there.,20180420 1043,19924,116724,1,0.009315323707498836
1402,2681.0,20180420 1055,2678.0,Twitter for iPhone,Nancy Pelosi is going absolutely crazy about the big Tax Cuts given to the American People by the Republicans...got not one Democrat Vote! Here’s a choice. They want to end them and raise your taxes substantially. Republicans are working on making them permanent and more cuts!,20180420 1050,28986,110478,-1,-0.11189854531891084
1403,2678.75,20180420 1102,2676.75,Twitter for iPhone,Looks like OPEC is at it again. With record amounts of Oil all over the place including the fully loaded ships at sea Oil prices are artificially Very High! No good and will not be accepted!,20180420 1057,24013,98516,-1,-0.07466168922071861
1404,2678.75,20180422 1848,2678.0,Twitter for iPhone,Funny how all of the Pundits that couldn’t come close to making a deal on North Korea are now all over the place telling me how to make a deal!,20180422 1843,28474,121404,1,-0.02799813345776948
1405,2678.25,20180422 2009,2677.5,Twitter for iPhone,Kim Strassel of the WSJ just said after reviewing the dumb Comey Memos “you got to ask what was the purpose of the Special Counsel? There’s no there there.” Dan Henninger of the WSJ said Memos would show that this would be one of the weakest obstruction cases ever brought!,20180422 2004,24359,95011,-1,-0.02800336040324839
1406,2677.0,20180422 2017,2677.5,Twitter for iPhone,Thank you to the incredible Law Enforcement Officers from the Palm Beach County Sheriff’s Office. They keep us safe and are very cool about it! https://t.co/NlhxpPwmzT,20180422 2012,17457,94385,1,0.018677624206200973
1407,2671.5,20180423 1320,2670.25,Twitter for iPhone,Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hundreds of good people including the Ambassador to Germany. They are maxing out the time on approval process for all never happened before. Need more Republicans!,20180423 1315,22940,89895,1,-0.046790192775594236
1408,2669.75,20180423 1349,2671.25,Twitter for iPhone,Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL,20180423 1344,25812,103828,-1,0.0561850360520648
1409,2673.0,20180423 1356,2674.25,Twitter for iPhone,Mexico whose laws on immigration are very tough must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also we must get Wall funding fast.,20180423 1351,25412,106206,-1,0.04676393565282454
1410,2674.25,20180423 2013,2673.25,Twitter for iPhone,Here’s a great stat - since January 2017 the number of people forced to use food stamps is down 1.9 million. The American people are finally back to work!,20180423 2008,32487,153557,1,-0.03739366177432925
1411,2671.25,20180424 1047,2671.0,Twitter for iPhone,RT @mike_pence: PROUD to support our friend @VoteMarsha for US Senate representing Tennessee. Marsha Blackburn is a rock-ribbed conservativ…,20180424 1042,9203,0,1,-0.009358914365933552
1412,2635.0,20180424 1648,2635.75,Twitter for iPhone,Having great meetings and discussions with my friend President @EmmanuelMacron of France. We are in the midst of meetings on Iran Syria and Trade. We will be holding a joint press conference shortly here at the @WhiteHouse. 🇺🇸🇫🇷 https://t.co/ju1FXhgjaD,20180424 1643,10395,51605,1,0.028462998102466792
1413,2634.0,20180424 1807,2636.0,Twitter for iPhone,Arizona please get out today and vote @DebbieLesko for Congress in #AZ08. Strong on Border Immigration and Crime. Great on the Military. Time is ticking down - get out and VOTE today. We need Debbie in Congress!,20180424 1802,16650,60869,1,0.07593014426727411
1414,2637.5,20180424 1846,2636.5,Twitter for iPhone,“President Trump Calls the U.S.-France Relationship ‘Unbreakable.’ History Shows He’s Right.” https://t.co/L0gT4rvaJO,20180424 1841,10729,54984,1,-0.03791469194312796
1415,2637.0,20180424 1910,2637.0,Twitter for iPhone,.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic  Senator for the Great State of Ohio and has my full endorsement!,20180424 1905,8,10,1,0.0
1416,2636.75,20180424 1911,2637.25,Twitter for iPhone,.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic Senator for the Great State of Ohio and has my full endorsement!,20180424 1906,14847,59884,1,0.01896273821939888
1417,2626.0,20180425 1158,2624.25,Twitter for iPhone,Congratulations to Republican Debbie Lesko on her big win in the Special Election for Arizona House seat. Debbie will do a Great Job! Press is so silent.,20180425 1153,23314,112562,1,-0.06664127951256664
1418,2629.0,20180425 1334,2635.25,Twitter for iPhone,Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!,20180425 1329,12866,74295,1,0.23773297831875237
1419,2630.75,20180425 1415,2630.5,Twitter for iPhone,.@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful and Washington is abuzz over what an incredible job Melania did.,20180425 1410,17345,91122,1,-0.009502993442934525
1420,2632.25,20180425 1416,2631.0,Twitter for iPhone,Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things including how the U.S. has been treated unfairly for many years by many countries on trade.,20180425 1411,15984,86666,1,-0.04748789058790009
1421,2651.5,20180425 1907,2651.75,Twitter for iPhone,RT @realDonaldTrump: Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our…,20180425 1902,26611,0,1,0.009428625306430322
1422,2651.5,20180425 1938,2651.25,Twitter for iPhone,Thank you Kanye very cool! https://t.co/vRIC87M21X,20180425 1933,108482,362139,1,-0.009428625306430322
1423,2646.5,20180426 0146,2646.5,Twitter for iPhone,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,20180426 0141,14082,76531,1,0.0
1424,2667.25,20180426 2222,2668.0,Twitter for iPhone,Loved being on @foxandfriends this morning. Great show!,20180426 2217,11300,82395,1,0.028118849001780858
1425,2669.25,20180426 2344,2669.0,Twitter for iPhone,The U.S. has put together a STRONG bid w/ Canada &amp; Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don’t support us (including at the United Nations)?,20180426 2339,22891,99253,1,-0.009365926758452749
1426,2666.0,20180427 1031,2662.75,Twitter for iPhone,Is everybody believing what is going on. James Comey can’t define what a leak is. He illegally leaked CLASSIFIED INFORMATION but doesn’t understand what he did or how serious it is. He lied all over the place to cover it up. He’s either very sick or very dumb. Remember sailor!,20180427 1026,24887,107727,-1,-0.12190547636909228
1427,2661.25,20180427 1046,2663.25,Twitter for iPhone,After a furious year of missile launches and Nuclear testing a historic meeting between North and South Korea is now taking place. Good things are happening but only time will tell!,20180427 1041,25419,120404,1,0.0751526538280883
1428,2658.0,20180427 1100,2663.5,Twitter for iPhone,KOREAN WAR TO END! The United States and all of its GREAT people should be very proud of what is now taking place in Korea!,20180427 1055,39343,134459,1,0.20692249811888638
1429,2667.5,20180427 1128,2669.25,Twitter for iPhone,So great to have Staff Sgt. Dan Nevins and the incredible WOUNDED WARRIORS with me in the White House yesterday. These are truly brave and special people! @foxandfriends,20180427 1123,11991,64826,1,0.06560449859418932
1430,2664.75,20180427 1155,2663.75,Twitter for iPhone,Please do not forget the great help that my good friend President Xi of China has given to the United States particularly at the Border of North Korea. Without him it would have been a much longer tougher process!,20180427 1150,24960,112500,1,-0.03752697251149263
1431,2672.25,20180427 1316,2673.0,Twitter for iPhone,Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opened for the first time in Decades - Legacy Stuff! Thank you also to Chance and Dr. Darrell Scott they really get it (lowest Black &amp; Hispanic unemployment in history).,20180427 1311,34372,146080,1,0.028066236317709797
1432,2670.0,20180427 1333,2669.0,Twitter for iPhone,Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss so little time! It will be good for both of our great countries!,20180427 1328,11557,73114,1,-0.03745318352059925
1433,2669.25,20180427 1419,2669.0,Twitter for iPhone,Just Out: House Intelligence Committee Report released. “No evidence” that the Trump Campaign “colluded coordinated or conspired with Russia.” Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!,20180427 1414,33612,120517,1,-0.009365926758452749
1434,2679.5,20180430 0134,2680.0,Twitter for iPhone,“Trump’s Triumphs are driving his critics Crazy!” Thank you Steve Hilton @NextRevFNC just want to do what is right for our wonderful U.S.A.,20180430 0129,15024,74873,1,0.01866019779809666
1435,2677.75,20180430 0243,2678.0,Twitter for iPhone,The White House Correspondents’ Dinner was a failure last year but this year was an embarrassment to everyone associated with it. The filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the Seth Meyers weak performance). Put Dinner to rest or start over!,20180430 0238,22982,107294,-1,0.009336196433572962
1436,2677.75,20180430 0304,2678.5,Twitter for iPhone,Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also will shut down Nuclear Test Site in May.,20180430 0259,19825,92349,-1,0.028008589300718888
1437,2661.75,20180430 1215,2658.38,Twitter for iPhone,The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!,20180430 1210,23530,108339,1,-0.1266084343007379
1438,2658.75,20180430 1224,2659.75,Twitter for iPhone,Numerous countries are being considered for the MEETING but would Peace House/Freedom House on the Border of North &amp; South Korea be a more Representative Important and Lasting site than a third party country? Just asking!,20180430 1219,20356,93838,1,0.037611659614480486
1439,2642.5,20180430 1859,2642.5,Twitter for iPhone,I recently had a terrific meeting with a bipartisan group of freshman lawmakers who feel very strongly in favor of Congressional term limits. I gave them my full support and endorsement for their efforts. #DrainTheSwamp,20180430 1854,27369,115496,1,0.0
1440,2637.75,20180501 1052,2634.0,Twitter for iPhone,So disgraceful that the questions concerning the Russian Witch Hunt were “leaked” to the media. No questions on Collusion. Oh I see...you have a made up phony crime Collusion that never existed and an investigation begun with illegally leaked classified information. Nice!,20180501 1047,26438,110536,1,-0.1421666192777936
1441,2629.75,20180501 1105,2627.0,Twitter for iPhone,Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea this should have been fixed years ago not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!,20180501 1100,18400,83668,1,-0.1045726780112178
1442,2632.75,20180501 1139,2633.0,Twitter for iPhone,It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!,20180501 1134,27034,126090,-1,0.009495774380400722
1443,2643.5,20180501 1528,2641.0,Twitter for iPhone,Yesterday it was my great honor to welcome President @MBuhari of the Federal Republic of Nigeria to the @WhiteHouse!🇺🇸🇳🇬 https://t.co/ApOC3CUSjV,20180501 1523,12797,56212,1,-0.09457159069415548
1444,2640.63,20180502 1150,2640.75,Twitter for iPhone,There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War Negotiations going on with China over Trade Deficits Negotiations on NAFTA and much more. Witch Hunt!,20180502 1145,26992,108877,1,0.004544370093496282
1445,2650.75,20180502 1328,2651.25,Twitter for iPhone,“The questions are an intrusion into the President’s Article 2  powers under the Constitution to fire any Executive Branch Employee...what the President was thinking is an outrageous.....as to the President’s unfettered power to fire anyone...” Joe Digenova former US Attorney,20180502 1323,17399,67707,-1,0.018862586060548903
1446,2649.75,20180502 1338,2649.75,Twitter for iPhone,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,20180502 1333,24919,88965,1,0.0
