,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
1950,20180613 2022,2775.5,Twitter for iPhone,Congratulations to Danny Tarkanian on his big GOP primary win in Nevada. Danny worked hard an got a great result. Looking good in November!,2018-06-13 20:17:00,15897,82619,1
1951,20180613 2055,2777.25,Twitter for iPhone,Congratulations to @KevinCramer on his huge win in North Dakota. We need Kevin in the Senate and I strongly endorse him. Heidi voted NO on our Tax Cuts and always will vote no when we need her. Kevin is strong on Crime &amp; Borders big on Cutting Taxes!,2018-06-13 20:50:20,15347,71212,1
1952,20180614 1239,2781.25,Twitter for iPhone,The Republican Party is starting to show very big numbers. People are starting to see what is being done. Results are speaking loudly. North Korea and our greatest ever economy are leading the way!,2018-06-14 12:34:25,24002,114918,1
1953,20180614 1513,2781.75,Twitter for iPhone,So the Democrats make up a phony crime Collusion with the Russians pay a fortune to make the crime sound real illegally leak (Comey) classified information so that a Special Councel will be appointed and then Collude to make this pile of garbage take on life in Fake News!,2018-06-14 15:08:51,31670,117201,-1
1954,20180614 1513,2781.75,Twitter for iPhone,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,2018-06-14 15:08:44,16595,78334,1
1955,20180614 1514,2781.5,Twitter for iPhone,....Schneiderman who ran the Clinton campaign in New York never had the guts to bring this ridiculous case which lingered in their office for almost 2 years. Now he resigned his office in disgrace and his disciples brought it when we would not settle.,2018-06-14 15:09:21,17691,76042,-1
1956,20180614 1514,2781.5,Twitter for iPhone,The sleazy New York Democrats and their now disgraced (and run out of town) A.G. Eric Schneiderman are doing everything they can to sue me on a foundation that took in $18800000 and gave out to charity more money than it took in $19200000. I won’t settle this case!...,2018-06-14 15:09:12,27172,111718,1
1957,20180614 1638,2787.25,Twitter for iPhone,Happy 243rd Birthday to the @USArmy! Thank you for your bravery sacrifices and dedication to the U.S.A. We love you! https://t.co/XlQYstu3Vo,2018-06-14 16:33:55,16255,78373,1
1958,20180615 1040,2768.25,Twitter for iPhone,FBI Agent Peter Strzok who headed the Clinton &amp; Russia investigations texted to his lover Lisa Page in the IG Report that “we’ll stop” candidate Trump from becoming President. Doesn’t get any lower than that!,2018-06-15 10:35:14,23712,91847,1
1959,20180615 1100,2774.0,Twitter for iPhone,The IG Report is a total disaster for Comey his minions and sadly the FBI. Comey will now officially go down as the worst leader by far in the history of the FBI. I did a great service to the people in firing him. Good Instincts. Christopher Wray will bring it proudly back!,2018-06-15 10:55:40,19628,85926,-1
1960,20180615 1111,2776.25,Twitter for iPhone,Thank you for all of the compliments on getting the World Cup to come to the U.S.A. Mexico and Canada. I worked hard on this along with a Great Team of talented people. We never fail and it will be a great World Cup! A special thanks to Bob Kraft for excellent advice.,2018-06-15 11:06:28,13446,71995,1
1961,20180615 1150,2771.75,Twitter for iPhone,U.S.A. Jobs numbers are the BEST in 44 years. If my opponent (the Democrats) had won the election they would have raised taxes substantially and increased regulations - the economy and jobs would have been a disaster!,2018-06-15 11:45:03,21635,98957,1
1962,20180615 1155,2775.75,Twitter for iPhone,Wow the highest rated (by far) morning show @foxandfriends is on the Front Lawn of the White House. Maybe I’ll have to take an unannounced trip down to see them?,2018-06-15 11:50:07,14861,88138,1
1963,20180615 1158,2775.25,Twitter for iPhone,“Why in the world didn’t Barack Obama fire this guy (Comey)?” asks Mark Levin!,2018-06-15 11:53:57,13677,66511,0
1964,20180615 1200,2776.0,Twitter for iPhone,RT @foxandfriends: “This is one of the most damning rebukes of the FBI that I think we’ve ever seen.” -@jasoninthehouse https://t.co/9DoTim…,2018-06-15 11:55:55,11840,0,1
1965,20180615 1200,2776.0,Twitter for iPhone,RT @foxandfriends: .@jasoninthehouse: The DOJ IG report is 562 pages of nothing but bias and animus https://t.co/7IeXfmvo1M,2018-06-15 11:55:42,10318,0,0
1966,20180615 1200,2776.0,Twitter for iPhone,RT @foxandfriends: .@jasoninthehouse: Anything Mueller is doing with his investigation is tainted by the anti-Trump FBI agents https://t.co…,2018-06-15 11:55:26,10487,0,0
1967,20180615 1200,2776.0,Twitter for iPhone,RT @foxandfriends: .@jasoninthehouse: All of this started because Hillary Clinton set up her private server https://t.co/rLzjDRxxxm,2018-06-15 11:55:21,8606,0,0
1968,20180615 1201,2775.5,Twitter for iPhone,"The real big story that affects everybody in America is the success of @POTUS's TAX CUT package and what it's done for our economy...” @Varneyco https://t.co/2bUbA7zSFM,06-21-2018 20:25:24,11608,47038,1009895079631351808
Media Studio,My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and that's what they are - they're extremist open border Democrats.... https://t.co/F73I5gu0Q5,06-21-2018 17:02:40,19376,70977,1009844059211366401
Twitter for iPhone,Democrats want open Borders where anyone can come into our Country and stay. This is Nancy Pelosi’s dream. It won’t happen!,06-21-2018 14:38:15,25463,104682,1009807715798044672
Twitter for iPhone,Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING with jobs and new industry setting records. He is tough on Crime and Strong on Borders Healthcare the Military and our great Vets. Henry has my full and complete Endrosement! #MAGA,06-21-2018 13:52:18,9527,43115,1009796154220072960
Twitter for iPhone,What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!,06-21-2018 13:08:33,20623,77658,1009785143635206149
Twitter for iPhone,Last night in Minnesota was incredible. What a crowd!,06-21-2018 12:50:56,12300,76157,1009780708381024258
Twitter for iPhone,Henry McMaster has done a great job as Governor of South Carolina. The State is BOOMING with jobs and new industry setting records. He is tough on Crime and strong on Borders Health Care the Mititary and our great Vets. Henry has my full and complete Endorsement! #MAGA,06-21-2018 12:47:17,3852,16283,1009779791858413569
Twitter for iPhone,I will be going the Columbia South Carolina on Monday night to do a campaign speech for one of my very early supporters a man who truly loves the people of South Carolina Governor Henry McMaster. Henry worked so hard &amp; was so loyal to me that I look forward to reciprocating!,06-21-2018 12:38:16,17163,81211,1009777520659652609
Twitter for iPhone,The Border has been a big mess and problem for many years. At some point Schumer and Pelosi who are weak on Crime and Border security will be forced to do a real deal so easy that solves this long time problem. Schumer used to want Border security - now he’ll take Crime!,06-21-2018 12:29:54,17939,72348,1009775416456941568
Twitter for iPhone,We shouldn’t be hiring judges by the thousands as our ridiculous immigration laws demand we should be changing our laws building the Wall hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.,06-21-2018 12:12:07,27946,105311,1009770941604298753
Twitter for iPhone,ALL-TIME RECORD OPTIMISM! https://t.co/ZTrfJY2afh,06-21-2018 03:51:37,18665,75097,1009644987544408064
Twitter for iPhone,Just returning from the Great State of Minnesota where we had an incredible rally with 9000 people and at least 10000 who could not get in - I will return! Congratulations to @PeteStauber who is loved and respected in Minnesota!,06-21-2018 03:24:35,16971,87684,1009638183091359744
Twitter for iPhone,Thank you Duluth Minnesota. Together we are MAKING AMERICA GREAT AGAIN! https://t.co/G0hbbx6xAK,06-21-2018 01:01:15,16437,72767,1009602111133442048
Twitter for iPhone,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,06-20-2018 23:30:38,21779,94335,1009579307847553024
Twitter for iPhone,Just landed in Duluth Minnesota. Two events planned - looking forward to them and being with @PeteStauber and his wonderful family!,06-20-2018 21:54:38,9771,55854,1009555147108696064
Twitter for iPhone,Don’t worry the Republicans and your President will fix it! https://t.co/xsbuPzXbHj,06-20-2018 20:39:30,72651,188618,1009536237881847808
Twitter for iPhone,Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! #StopTheBias https://t.co/c0XOk1btEQ,06-20-2018 20:34:24,14796,51871,1009534957440516096
Twitter for iPhone,Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!,06-20-2018 20:04:45,10029,53851,1009527495043923968
Twitter for iPhone,https://t.co/yfwdyUHmn3,06-20-2018 17:37:42,11932,43700,1009490487051513861
Twitter for iPhone,More records! #MAGA https://t.co/2CP5eq40Fy,06-20-2018 15:00:16,10841,42424,1009450868641497094
Twitter for iPhone,RT @PastorDScott: Once the mid terms are over liberals won’t talk about detained or separated illegal immigrant children until 2020. #itsa…,06-20-2018 14:02:28,17312,0,1009436321792786432
Twitter for iPhone,RT @GlobalGolfPost: The golf world has lost a legend in five-time Open Championship winner Peter Thomson. READ: https://t.co/TfMHo2GeDG h…,06-20-2018 14:01:52,2571,0,1009436170281979905
Twitter for iPhone,“FBI texts have revealed anti-Trump Bias.” @FoxNews  Big News but the Fake News doesn’t want to cover. Total corruption - the Witch Hunt has turned out to be a scam! At some point soon the Mainstream Media will have to cover correctly too big a story!,06-20-2018 14:00:18,22186,83338,1009435777992884227
Twitter for iPhone,RT @EricTrump: It is hard to believe that the historic North Korea / Kim Jong Un summit was exactly one week ago. Truly amazing to see the…,06-20-2018 13:43:05,16408,0,1009431443100008448
Twitter for iPhone,It’s the Democrats fault they won’t give us the votes needed to pass good immigration legislation. They want open borders which breeds horrible crime. Republicans want security. But I am working on something - it never ends!,06-20-2018 13:41:25,23501,96534,1009431025817092097
Twitter for iPhone,The Fake News is not mentioning the safety and security of our Country when talking about illegal immigration. Our immigration laws are the weakest and worst anywhere in the world and the Dems will do anything not to change them &amp; to obstruct-want open borders which means crime!,06-20-2018 12:25:17,32075,126623,1009411866475532288
Twitter for iPhone,THANK YOU @HouseGOP! https://t.co/scvACfJwts,06-20-2018 02:36:54,9507,48199,1009263794361692160
Twitter for iPhone,Earlier today @FLOTUS Melania and I were honored to welcome King Felipe VI and Queen Letizia of Spain to the @WhiteHouse!🇺🇸🇪🇸 https://t.co/cCubCyiRm5,06-20-2018 02:17:37,13128,70132,1009258943175168002
Twitter for iPhone,Homeland Security @SecNielsen did a fabulous job yesterday at the press conference explaining security at the border and for our country while at the same time recommending changes to obsolete &amp; nasty laws which force family separation. We want “heart” and security in America!,06-20-2018 01:06:27,22451,96708,1009241032100335616
Media Studio,I want to take a moment to address the current illegal immigration crisis on the Southern Border...it has been going on for many many decades... https://t.co/1F7EK9Ef88,06-19-2018 18:04:17,22068,82636,1009134789838843905
Twitter for iPhone,THANK YOU @NFIB! #NFIB75 https://t.co/5ppZhQhZu0,06-19-2018 17:35:39,8626,38632,1009127586528661504
Twitter for iPhone,Join me tomorrow in Duluth Minnesota for a #MAGA Rally! Tickets: https://t.co/mhhJB8WQlF https://t.co/gP59o1RDqW,06-19-2018 15:22:29,10619,42736,1009094070638084118
Twitter for iPhone,#CHANGETHELAWS   Now is the best opportunity ever for Congress to change the ridiculous and obsolete laws on immigration. Get it done always keeping in mind that we must have strong border security.,06-19-2018 14:11:51,20015,80534,1009076294615814145
Twitter for iPhone,We must always arrest people coming into our Country illegally. Of the 12000 children 10000 are being sent by their parents on a very dangerous trip and only 2000 are with their parents many of whom have tried to enter our Country illegally on numerous occasions.,06-19-2018 14:07:02,32768,122189,1009075083112050690
Twitter for iPhone,Democrats are the problem. They don’t care about crime and want illegal immigrants no matter how bad they may be to pour into and infest our Country like MS-13. They can’t win on their terrible policies so they view them as potential voters!,06-19-2018 13:52:24,28272,109384,1009071403918864385
Twitter for iPhone,If you don’t have Borders you don’t have a Country!,06-19-2018 13:52:18,42024,173340,1009071378371313664
Twitter for iPhone,Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!,06-19-2018 13:52:07,19736,80573,1009071330661142533
Twitter for iPhone,I can’t think of something more concerning than a law enforcement officer suggesting that their going to use their powers to affect an election!” Inspector General Horowitz on what was going on with numerous people regarding my election. A Rigged Witch Hunt!p,06-19-2018 13:52:06,20788,85067,1009071326219395073
Twitter for iPhone,Comey gave Strozk his marching orders. Mueller is Comey’s best friend. Witch Hunt!,06-18-2018 15:27:41,21407,88684,1008732992481710081
Twitter for iPhone,If President Obama (who got nowhere with North Korea and would have had to go to war with many millions of people being killed) had gotten along with North Korea and made the initial steps toward a deal that I have the Fake News would have named him a national hero!,06-18-2018 14:57:40,26893,120464,1008725438972211200
Twitter for iPhone,It is the Democrats fault for being weak and ineffective with Boarder Security and Crime. Tell them to start thinking about the people devastated by Crime coming from illegal immigration. Change the laws!,06-18-2018 13:53:48,23521,100445,1008709364939677697
Twitter for iPhone,CHANGE THE LAWS!,06-18-2018 13:50:53,19027,85385,1008708634396721153
Twitter for iPhone,Children are being used by some of the worst criminals on earth as a means to enter our country. Has anyone been looking at the Crime taking place south of the border. It is historic with some countries the most dangerous places in the world. Not going to happen in the U.S.,06-18-2018 13:50:40,30031,116973,1008708576628625408
Twitter for iPhone,We don’t want what is happening with immigration in Europe to happen with us!,06-18-2018 13:04:28,32692,128143,1008696952559734787
Twitter for iPhone,The people of Germany are turning against their leadership as migration is rocking the already tenuous Berlin coalition. Crime in Germany is way up. Big mistake made all over Europe in allowing millions of people in who have so strongly and violently changed their culture!,06-18-2018 13:02:43,34717,117299,1008696508697513985
Twitter for iPhone,Why don’t the Democrats give us the votes to fix the world’s worst immigration laws? Where is the outcry for the killings and crime being caused by gangs and thugs including MS-13 coming into our country illegally?,06-18-2018 12:46:07,26853,109438,1008692333771132929
Twitter for iPhone,“The highest level of bias I’ve ever witnessed in any law enforcement officer.” Trey Gowdy on the FBI’s own Peter Strzok. Also remember that they all worked for Slippery James Comey and that Comey is best friends with Robert Mueller. A really sick deal isn’t it?,06-18-2018 01:03:52,27840,106014,1008515606751084544
Twitter for iPhone,The Democrats should get together with their Republican counterparts and work something out on Border Security &amp; Safety. Don’t wait until after the election because you are going to lose!,06-18-2018 00:49:01,20034,89729,1008511869970255872
Twitter for iPhone,Why was the FBI’s sick loser Peter Strzok working on the totally discredited Mueller team of 13 Angry &amp; Conflicted Democrats when Strzok was giving Crooked Hillary a free pass yet telling his lover lawyer Lisa Page that “we’ll stop” Trump from becoming President? Witch Hunt!,06-18-2018 00:42:04,21339,84263,1008510118395293699
Twitter for iPhone,Why was the FBI giving so much information to the Fake News Media. They are not supposed to be doing that and knowing the enemy of the people Fake News they put their own spin on it - truth doesn’t matter to them!,06-18-2018 00:25:53,24521,101649,1008506045373845504
Twitter for iPhone,RT @WhiteHouse: Happy Father's Day! https://t.co/1Legof68lb,06-17-2018 16:55:13,11369,0,1008392634468093955
Twitter for iPhone,WITCH HUNT! There was no Russian Collusion. Oh I see there was no Russian Collusion so now they look for obstruction on the no Russian Collusion. The phony Russian Collusion was a made up Hoax. Too bad they didn’t look at Crooked Hillary like this. Double Standard!,06-17-2018 14:54:53,30555,125754,1008362351807037441
Twitter for iPhone,RT @realDonaldTrump: The IG Report totally destroys James Comey and all of his minions including the great lovers Peter Strzok and Lisa Pa…,06-17-2018 14:37:03,30208,0,1008357861599129600
Twitter for iPhone,RT @realDonaldTrump: My supporters are the smartest strongest most hard working and most loyal that we have seen in our countries history…,06-17-2018 14:36:44,43199,0,1008357782410711041
Twitter for iPhone,RT @realDonaldTrump: Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation for a chan…,06-17-2018 14:36:35,30416,0,1008357746683580417
Twitter for iPhone,RT @realDonaldTrump: I’ve had to beat 17 very talented people including the Bush Dynasty then I had to beat the Clinton Dynasty and now I…,06-17-2018 14:36:08,37572,0,1008357631721951234
Twitter for iPhone,Washington Post employees want to go on strike because Bezos isn’t paying them enough. I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time! Is @WaPo a registered lobbyist?,06-17-2018 13:26:28,16714,70925,1008340100877570048
Twitter for iPhone,Our economy is perhaps BETTER than it has ever been. Companies doing really well and moving back to America and jobs numbers are the best in 44 years.,06-17-2018 13:08:26,15724,82528,1008335560988078080
Twitter for iPhone,The denuclearization deal with North Korea is being praised and celebrated all over Asia. They are so happy! Over here in our country some people would rather see this historic deal fail than give Trump a win even if it does save potentially millions &amp; millions of lives!,06-17-2018 13:01:06,18711,79452,1008333717545410560
Twitter for iPhone,Holding back the “war games” during the negotiations was my request because they are VERY EXPENSIVE and set a bad light during a good faith negotiation. Also quite provocative. Can start up immediately if talks break down which I hope will not happen!,06-17-2018 12:48:43,15119,75820,1008330598363090944
Twitter for iPhone,Funny how the Fake News in a coordinated effort with each other likes to say I gave sooo much to North Korea because I “met.” That’s because that’s all they have to disparage! We got so much for peace in the world &amp; more is being added in finals. Even got our hostages/remains!,06-17-2018 12:40:02,17152,78676,1008328413210398720
Twitter for iPhone,Daniel Henninger of The Wall Street Journal: “This IG Report makes it clear as did Rod Rosenstein’s memo that Trump was absolutely justified unquestionably justified in firing Jim Comey. So I think the Mueller Investigation is on pretty weak grounds right now.”  Witch Hunt!,06-17-2018 12:31:46,17300,70893,1008326335083761664
Twitter for iPhone,Please clear up the Fake News! https://t.co/3VbIKbmKwP,06-17-2018 11:58:01,12335,51986,1008317842264088576
Twitter for iPhone,Chuck Schumer said “the Summit was what the Texans call all cattle and no hat.” Thank you Chuck but are you sure you got that right? No more nuclear testing or rockets flying all over the place blew up launch sites. Hostages already back hero remains coming home &amp; much more!,06-17-2018 11:52:40,19640,85039,1008316495733186560
Twitter for iPhone,RT @WhiteHouse: “Americans must demand their lawmakers support the legislation we need to defeat MS-13 once and for all and to ensure ever…,06-16-2018 14:29:03,17209,0,1007993462539644929
Twitter for iPhone,The IG Report totally destroys James Comey and all of his minions including the great lovers Peter Strzok and Lisa Page who started the disgraceful Witch Hunt against so many innocent people. It will go down as a dark and dangerous period in American History!,06-16-2018 14:01:33,30186,119661,1007986538985197568
Twitter for iPhone,The IG Report totally distroys James Comey and all of his minions including the great lovers Peter Strzok and Lisa Page who started the disgraceful Witch Hunt against so many innocent people. It will go down as a dark and dangerous period in American History!,06-16-2018 13:56:21,1410,4175,1007985231985627143
Twitter for iPhone,My supporters are the smartest strongest most hard working and most loyal that we have seen in our countries history. It is a beautiful thing to watch as we win elections and gather support from all over the country. As we get stronger so does our country. Best numbers ever!,06-16-2018 13:12:14,43106,183643,1007974129474121728
Twitter for iPhone,Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation for a change! This is why we need more Republicans elected in November. Democrats are good at only three things High Taxes High Crime and Obstruction. Sad!,06-16-2018 13:03:57,30394,119553,1007972046666690561
Twitter for iPhone,RT @realDonaldTrump: The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any…,06-16-2018 12:47:56,28608,0,1007968016221507585
Twitter for iPhone,Great discussions with European Union Commission President Jean-Claude Juncker and EU Council President Donald Tusk at the #G7Summit in Canada last week. https://t.co/kGxXe50459,06-15-2018 22:32:18,9088,47689,1007752687792910336
Twitter for iPhone,The Fake News Media said that I did not get along with other Leaders at the #G7Summit in Canada. They are once again WRONG! https://t.co/I6eEKEZV6z,06-15-2018 22:23:44,17801,73047,1007750530976927744
Twitter for iPhone,I have a great relationship with Angela Merkel of Germany but the Fake News Media only shows the bad photos (implying anger) of negotiating an agreement - where I am asking for things that no other American President would ask for! https://t.co/Ib97nN5HZt,06-15-2018 22:03:07,21846,81808,1007745343306584064
Twitter for iPhone,I’ve had to beat 17 very talented people including the Bush Dynasty then I had to beat the Clinton Dynasty and now I have to beat a phony Witch Hunt and all of the dishonest people covered in the IG Report...and never forget the Fake News Media. It never ends!,06-15-2018 17:49:38,37551,154084,1007681553676283904
Twitter for iPhone,Wow what a tough sentence for Paul Manafort who has represented Ronald Reagan Bob Dole and many other top political people and campaigns. Didn’t know Manafort was the head of the Mob. What about Comey and Crooked Hillary and all of the others? Very unfair!,06-15-2018 17:41:10,25324,97786,1007679422865006593
Twitter for iPhone,The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any Immigration Bill MUST HAVE full funding for the Wall end Catch &amp; Release Visa Lottery and Chain and go to Merit Based Immigration. Go for it! WIN!,06-15-2018 17:08:14,28609,110650,1007671131841671169
Twitter for iPhone,“Donald Trump was 100% right to fire James Comey.” Mark Levin,06-15-2018 12:03:30,15775,77657,1007594445104189441
Twitter for iPhone,RT @foxandfriends: IG REPORT BOMBSHELL: Anti-Trump FBI agent Peter Strzok texted his lover Lisa Page we'll stop"" Trump from becoming presi…",2018-06-15 11:56:58,13955,0,1
1969,20180615 1201,2775.5,Twitter for iPhone,RT @foxandfriends: DOJ IG report finds that an FBI lawyer told a bureau employee “Viva le resistance” after President Trump was elected htt…,2018-06-15 11:56:45,11490,0,0
1970,20180621 2050,2754.5,Twitter for iPhone,I was thrilled to be back in Minnesota for a roundtable with hardworking American Patriots. Thank you! https://t.co/suoRN02zMq,2018-06-21 20:45:32,10215,51622,1
1971,20180621 2051,2755.0,Twitter for iPhone,Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.,2018-06-21 20:46:44,14011,67027,1
1972,20180621 2051,2755.0,Twitter for iPhone,Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,2018-06-21 20:46:10,15866,76785,1
1973,20180621 2156,2756.75,Twitter for iPhone,“I REALLY DON’T CARE DO U?” written on the back of Melania’s jacket refers to the Fake News Media. Melania has learned how dishonest they are and she truly no longer cares!,2018-06-21 21:51:07,41413,159572,-1
1974,20180621 2312,2758.25,Twitter for iPhone,You cannot pass legislation on immigration whether it be for safety and security or any other reason including “heart” without getting Dem votes. Problem is they don’t care about security and R’s do. Zero Dems voted to support the Goodlatte Bill. They won’t vote for anything!,2018-06-21 23:07:53,23606,84563,-1
1975,20180622 0217,2758.0,Twitter for iPhone,RT @realDonaldTrump: Don’t worry the Republicans and your President will fix it! https://t.co/xsbuPzXbHj,2018-06-22 02:12:34,72746,0,0
1976,20180622 1046,2760.75,Twitter for iPhone,Our great Judge Jeanine Pirro is out with a new book “Liars Leakers and Liberals the Case Against the Anti-Trump Conspiracy” which is fantastic. Go get it!,2018-06-22 10:41:35,20268,88791,1
1977,20180622 1059,2762.25,Twitter for iPhone,Even if we get 100% Republican votes in the Senate we need 10 Democrat votes to get a much needed Immigration Bill - &amp; the Dems are Obstructionists who won’t give votes for political reasons &amp; because they don’t care about Crime coming from Border! So we need to elect more R’s!,2018-06-22 10:54:51,20462,77931,1
1978,20180622 1105,2762.5,Twitter for iPhone,Elect more Republicans in  November and we will pass the finest fairest and most comprehensive Immigration Bills anywhere in the world. Right now we have the dumbest and the worst. Dems are doing nothing but Obstructing. Remember their motto RESIST! Ours is PRODUCE!,2018-06-22 11:00:36,30186,106188,1
1979,20180622 1111,2762.5,Twitter for iPhone,Republicans should stop wasting their time on Immigration until after we elect more Senators and Congressmen/women in November. Dems are just playing games have no intention of doing anything to solves this decades old problem. We can pass great legislation after the Red Wave!,2018-06-22 11:06:30,24416,90620,1
1980,20180622 1136,2763.25,Twitter for iPhone,Governor Henry McMaster is a truly fine man who loves the People of South Carolina. He was one of my very early supporters and truly helped me to a Big South Carolina Victory. I will see you all in S.C on Monday and Vice President Pence will be there for Henry on Saturday!,2018-06-22 11:31:29,13123,56818,1
1981,20180622 1151,2765.0,Twitter for iPhone,Congresswoman Martha Roby of Alabama has been a consistent and reliable vote for our Make America Great Again Agenda. She is in a Republican Primary run-off against a recent Nancy Pelosi voting Democrat. I fully endorse Martha for Alabama 2nd Congressional District!,2018-06-22 11:46:12,13681,54609,1
1982,20180622 1203,2763.5,Twitter for iPhone,Congressman Ron DeSantis a top student at Yale and Harvard Law School is running for Governor of the Great State of Florida. Ron is strong on Borders tough on Crime &amp; big on Cutting Taxes - Loves our Military &amp; our Vets. He will be a Great Governor &amp; has my full Endorsement!,2018-06-22 11:58:43,24732,100231,1
1983,20180622 1208,2764.25,Twitter for iPhone,RT @EricTrump: Good job @FLOTUS  🇺🇸🇺🇸🇺🇸 https://t.co/RCYjy0DlF9,2018-06-22 12:03:38,12054,0,1
1984,20180622 1335,2764.5,Twitter for iPhone,80% of Mexico’s Exports come to the United States. They totally rely on us which is fine with me. They do have though very strong Immigration Laws. The U.S. has pathetically weak and ineffective Immigration Laws that the Democrats refuse to help us fix. Will speak to Mexico!,2018-06-22 13:30:54,22846,92429,1
1985,20180622 1415,2765.0,Twitter for iPhone,Hope OPEC will increase output substantially. Need to keep prices down!,2018-06-22 14:10:07,13239,63717,-1
1986,20180622 1430,2763.0,Twitter for iPhone,Based on the Tariffs and Trade Barriers long placed on the U.S. and it great companies and workers by the European Union if these Tariffs and Barriers are not soon broken down and removed we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!,2018-06-22 14:25:01,14415,55360,1
1987,20180624 2017,2756.25,Twitter for iPhone,The United States is insisting that all countries that have placed artificial Trade Barriers and Tariffs on goods going into their country remove those Barriers &amp; Tariffs or be met with more than Reciprocity by the U.S.A. Trade must be fair and no longer a one way street!,2018-06-24 20:12:25,26841,110562,1
1988,20180625 0013,2748.0,Twitter for iPhone,House Republicans could easily pass a Bill on Strong Border Security but remember it still has to pass in the Senate and for that we need 10 Democrat votes and all they do is RESIST. They want Open Borders and don’t care about Crime! Need more Republicans to WIN in November!,2018-06-25 00:08:51,28412,109425,1
1989,20180625 0113,2747.25,Twitter for iPhone,.@RepClayHiggins has been a great help to me on Cutting Taxes creating great new healthcare programs at low cost fighting for Border Security our Military and are Vets. He is tough on Crime and has my full Endorsement. The Great State of Louisiana we want Clay!,2018-06-25 01:08:19,13888,60764,1
1990,20180625 1133,2713.25,Twitter for iPhone,Former Attorney General Michael Mukasey said that President Trump is probably correct that there was surveillance on Trump Tower. Actually far greater than would ever have been believed!,2018-06-25 11:28:48,17961,72144,1
1991,20180625 1146,2716.75,Twitter for iPhone,The Red Hen Restaurant should focus more on cleaning its filthy canopies doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule if a restaurant is dirty on the outside it is dirty on the inside!,2018-06-25 11:41:25,34364,136352,-1
1992,20180625 1207,2707.75,Twitter for iPhone,I have tried to stay uninvolved with the Department of Justice and FBI (although I do not legally have to) because of the now totally discredited and very expensive Witch Hunt currently going on. But you do have to ask why the DOJ &amp; FBI aren’t giving over requested documents?,2018-06-25 12:02:21,29187,113555,-1
1993,20180625 1241,2714.75,Twitter for iPhone,Such a difference in the media coverage of the same immigration policies between the Obama Administration and ours. Actually we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama. Fake News is working overtime!,2018-06-25 12:36:29,25797,103399,1
1994,20180625 1248,2712.0,Twitter for iPhone,Hiring manythousands of judges and going through a long and complicated legal process is not the way to go - will always be disfunctional. People must simply be stopped at the Border and told they cannot come into the U.S. illegally. Children brought back to their country......,2018-06-25 12:43:00,21557,90886,-1
1995,20180625 1259,2717.5,Twitter for iPhone,....If this is done illegal immigration will be stopped in it’s tracks - and at very little by comparison cost. This is the only real answer - and we must continue to BUILD THE WALL!,2018-06-25 12:54:25,21536,93131,-1
1996,20180625 1441,2706.0,Twitter for iPhone,Will be heading to one of my favorite places South Carolina to fight for one of my original “fighters” Governor Henry McMaster. Speaking at 7:00 P.M.,2018-06-25 14:36:39,14456,70944,1
1997,20180625 1444,2707.5,Twitter for iPhone,RT @marcorubio: Trump haters still haven’t realized how much they help him with their condescension of those who either voted for him or do…,2018-06-25 14:39:20,18612,0,1
1998,20180625 2133,2723.25,Twitter for iPhone,Surprised that Harley-Davidson of all companies would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U. which has hurt us badly on trade down $151 Billion. Taxes just a Harley excuse - be patient!  #MAGA,2018-06-25 21:28:06,16881,73870,-1
1999,20180625 2311,2721.5,Twitter for iPhone,“Director David Lynch: Trump Could Go Down as One of the Greatest Presidents” https://t.co/AcgnIZNh6e,2018-06-25 23:06:56,14395,60683,1
